seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,gravity_z,gravity_y,gravity_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,compass_magneticBearing,barometer_relativeAltitude,barometer_pressure,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,GIS_Elevation,Temperature (°C),Humidity (%),Cloud Cover (%),Wind Speed (km/h)
13.18,0.674608827,0.55761528,1.004922628,-1.015664101,9.745643616,0.401581705,-0.016340632,0.026206099,0.058337587,-0.5253793,-0.601388693,0.436023057,0.414960384,-2.765067577,-1.459194183,-0.917171419,13.89375019,-46.36875153,-26.49375153,150.2576132,,,-0.691525751,11.05723343,1.450050521,3.450000048,-61.85625076,-41.79375076,-0.023823726,0.028344125,0.059253883,-0.691525751,11.05723343,1.450050521,19.8832652,32,83,18,21
13.19,-0.175945461,1.237709522,0.352875441,-1.018578231,9.745511532,0.397371709,-0.029535311,0.025106543,0.00885754,-0.52538982,-0.601384372,0.436199307,0.414767995,-2.769628763,-1.459073365,-0.921708465,13.14375019,-48.09375381,-29.00625038,148.9050287,,,-1.173081294,10.08933663,-0.233300205,2.700000048,-63.56250381,-44.30625153,-0.037018406,0.027244569,0.009773836,-1.173081294,10.08933663,-0.233300205,19.88241408,32,83,18,21
13.2,-0.651519895,-0.070988178,-1.003325939,-1.01384002,9.74586916,0.400672376,0.086895513,0.036957318,-0.100029105,-0.525302976,-0.601159543,0.436232358,0.415168971,-2.765224457,-1.459401667,-0.918061078,13.14375019,-48.09375381,-29.00625038,148.9050287,0.792678833,996.5305786,-1.617548108,9.622018433,-0.391465786,2.700000048,-63.56250381,-44.30625153,0.079412423,0.039095345,-0.09911281,-1.617548108,9.622018433,-0.391465786,19.88988413,32,83,18,21
13.21,0.516497225,-0.107292652,-0.118398815,-0.99924323,9.74725914,0.403498843,0.003084867,0.078740472,-0.144836038,-0.525561899,-0.600691974,0.436023325,0.415737182,-2.75780344,-1.460685372,-0.911224008,13.51875019,-45.33750153,-24.73125076,151.3878802,,,-0.012921258,9.510991287,0.392901483,3.075000048,-60.80625153,-40.03125,-0.004398227,0.080878496,-0.143919744,-0.012921258,9.510991287,0.392901483,19.88638179,32,83,18,21
13.22,1.655249536,0.32140255,-0.529623762,-0.988410175,9.748674393,0.395932078,-0.087200946,0.060903217,-0.02290743,-0.525988936,-0.600159228,0.436123565,0.415861443,-2.760593176,-1.462006211,-0.914357811,14.34375095,-47.34375,-27.86250114,149.5225556,,,0.602991306,9.613164902,-0.60478591,3.900000095,-62.81250381,-43.16250229,-0.094684041,0.063041247,-0.021991132,0.602991306,9.613164902,-0.60478591,19.91487134,32,83,18,21
13.23,1.304398537,-0.166923523,-2.181115031,-0.99139747,9.748545647,0.391630098,0.013591741,0.029779657,0.096363917,-0.525990933,-0.600145936,0.436316475,0.415675744,-2.765376568,-1.461885095,-0.919158906,14.34375095,-47.34375,-27.86250114,149.5225556,,,0.157926279,9.565069103,-1.801795483,3.900000095,-62.81250381,-43.16250229,0.006108648,0.031917683,0.097280216,0.157926279,9.565069103,-1.801795483,19.88876856,32,83,18,21
13.24,0.635351747,0.616545677,-1.387920797,-0.999072731,9.747886181,0.388523579,0.013836087,-0.031337363,0.089980381,-0.525923669,-0.600391477,0.436427072,0.415289924,-2.7707026,-1.461267829,-0.924021453,13.51875019,-48.82500076,-27.35625076,150.7384448,0.819107056,996.5276489,-0.480478764,10.34752235,-0.841316457,3.093750238,-64.3125,-42.65625,0.006352995,-0.029199336,0.090896681,-0.480478764,10.34752235,-0.841316457,19.91903461,32,83,18,21
13.25,-0.478580058,-1.677693367,-0.772967398,-1.001253366,9.747776031,0.385671049,-0.00641408,-0.072845625,0.006566796,-0.526019692,-0.600494146,0.436413258,0.415034413,-2.773920059,-1.461164951,-0.926764965,16.44375038,-46.81875229,-26.45625114,150.5301603,,,-0.459421931,10.0085789,0.331405939,6,-62.30625153,-41.75625229,-0.013897174,-0.070707597,0.007483094,-0.459421931,10.0085789,0.331405939,19.89347583,32,83,18,21
13.26,0.308822691,-0.122088432,0.482200593,-1.001812577,9.747620106,0.388151824,0.037781987,0.032559093,0.00800233,-0.525967985,-0.600584,0.436322197,0.415065572,-2.771953225,-1.461019099,-0.924697876,10.44375038,-46.06875229,-27.13125038,149.504911,,,-0.882951551,9.465527916,1.096869898,0,-61.55625153,-42.43125153,0.030298894,0.034697119,0.008918625,-0.882951551,9.465527916,1.096869898,19.88728472,32,83,18,21
13.27,0.061107188,0.455183029,0.490279958,-1.001948476,9.747528076,0.390115485,-0.042852164,0.075197455,0.005314524,-0.525780141,-0.600482494,0.436469808,0.415295213,-2.77029562,-1.460934281,-0.923713982,12.69375038,-45.45000076,-26.62500191,149.6378606,,,-1.059541887,10.02018414,0.185204471,2.25,-60.93750381,-41.92500305,-0.050335258,0.077335482,0.006230821,-1.059541887,10.02018414,0.185204471,19.91158794,32,83,18,21
13.28,0.017190307,-0.019817352,-1.337837338,-1.00010106,9.747947216,0.38432765,-0.021074836,0.043829547,-0.024281875,-0.525816381,-0.600151747,0.436816677,0.415362671,-2.774702191,-1.461324811,-0.928839892,14.53125095,-42.05625153,-24.52500153,149.7515041,0.742477417,996.5366211,-1.138983577,8.685946226,-1.469791308,4.106250286,-57.54375076,-39.82500076,-0.028557927,0.045967574,-0.023365578,-1.138983577,8.685946226,-1.469791308,19.90634831,32,83,18,21
13.29,0.555055052,0.196521282,-0.73699221,-0.994808316,9.748345375,0.387946889,0.066492631,0.016798781,-0.03866774,-0.525851846,-0.600037187,0.436665148,0.4156425,-2.769759536,-1.461696088,-0.924109846,14.26875019,-45.52500153,-27.01875114,149.3111829,,,-0.242153649,9.951749229,0.088534432,3.825000048,-61.01250076,-42.31875229,0.059009536,0.018936809,-0.037751443,-0.242153649,9.951749229,0.088534432,19.89992783,32,83,18,21
13.3,1.199777603,1.169175625,1.082456172,-0.992308825,9.748677731,0.386002183,-0.064232431,-0.017898337,0.020830488,-0.526088566,-0.600050569,0.436500818,0.415496215,-2.770609021,-1.462008297,-0.924394965,14.10000038,-47.17500305,-28.53750038,148.8290639,,,0.078963161,10.66863899,1.426122284,3.656250238,-62.64375305,-43.83750153,-0.071715526,-0.015760311,0.021746788,0.078963161,10.66863899,1.426122284,19.90221454,32,83,18,21
13.31,1.002654433,0.095426083,0.107097432,-1.000517607,9.747873783,0.385077283,-0.007941243,0.032986699,0.114842581,-0.52591151,-0.600310087,0.436623424,0.415216655,-2.774190187,-1.461257815,-0.927728176,12.33750057,-45.41250229,-25.72500038,150.4695756,,,0.09391829,10.14556813,0.469591439,1.893750072,-60.90000153,-41.02500153,-0.015424336,0.035124725,0.115758876,0.09391829,10.14556813,0.469591439,19.90876807,32,83,18,21
13.32,-1.130286217,-0.836548805,-0.359032959,-1.005887151,9.747168541,0.388956755,0.037781987,0.020952661,0.044287696,-0.525571406,-0.600444913,0.436751515,0.415317655,-2.772621393,-1.460600376,-0.926593959,13.78125095,-45.80625153,-26.83125114,149.6401381,0.739837646,996.5369873,-1.872144413,9.983813286,0.210568393,3.356250048,-61.29375076,-42.13125229,0.030298892,0.023090687,0.045203994,-1.872144413,9.983813286,0.210568393,19.88913819,32,83,18,21
13.33,-0.480668396,-0.215163946,-0.548800245,-1.00121069,9.747716904,0.387261644,-0.007788526,0.076785704,-0.112704552,-0.525675625,-0.6002011,0.436813623,0.415472686,-2.7725178,-1.461110532,-0.92685467,10.33125019,-46.125,-28.01250076,148.7289748,,,-0.897308469,9.573683357,-0.386680142,-0.09375,-61.59375381,-43.3125,-0.015271619,0.078923729,-0.111788255,-0.897308469,9.573683357,-0.386680142,19.91985336,32,83,18,21
13.34,0.247948647,0.172309399,-0.896470279,-0.991354942,9.748905182,0.382685363,-0.031917686,-0.020158537,-0.053145235,-0.525980592,-0.599731952,0.436882854,0.415691435,-2.773193955,-1.462222397,-0.927996218,11.90625,-48.37500381,-28.81875038,149.2162039,,,-0.34576289,8.679365873,-1.024726301,1.481250048,-63.86250305,-44.11875153,-0.039400777,-0.018020511,-0.05222894,-0.34576289,8.679365873,-1.024726301,19.91899173,32,83,18,21
13.35,1.07490471,-0.471467018,-0.809118003,-0.989627928,9.749068737,0.38298957,0.029352053,0.033047786,0.029382595,-0.526005894,-0.599669784,0.436867416,0.4157653,-2.772339702,-1.462376177,-0.927239478,16.14375114,-48.15000153,-28.65000153,149.2466948,,,-0.291445795,9.659825134,0.16797615,5.700000286,-63.61875153,-43.95000076,0.021868959,0.035185811,0.030298893,-0.291445795,9.659825134,0.16797615,19.90601303,32,83,18,21
13.36,0.992318004,0.80325222,0.438390598,-0.996460289,9.748632431,0.376318604,-0.097096959,-0.020830489,0.101220295,-0.526079148,-0.599853128,0.437014356,0.415253386,-2.780493498,-1.461966038,-0.934761792,11.73750019,-45.41250229,-25.72500038,150.4695756,0.702850342,996.5411377,0.178863492,10.4111712,0.733998343,1.293750048,-60.90000153,-41.02500153,-0.104580051,-0.018692462,0.102136593,0.178863492,10.4111712,0.733998343,19.8879817,32,83,18,21
13.37,0.293156505,0.562811852,-0.448030099,-1.000242591,9.748445034,0.371111527,-0.033444846,0.083383041,0.036804603,-0.525968045,-0.599727184,0.437407687,0.415161937,-2.786314607,-1.461789966,-0.941126734,12.30000019,-47.68125153,-29.96250153,147.8550878,,,-0.828395206,10.32790127,-0.196211457,1.856250048,-63.15000153,-45.26250076,-0.04092794,0.085521068,0.0377209,-0.828395206,10.32790127,-0.196211457,19.90720913,32,83,18,21
13.38,-0.009655416,-0.195027828,-1.880862474,-0.993613988,9.749085426,0.372079864,0.04951059,0.048685924,-0.073609207,-0.526006401,-0.599417537,0.43744579,0.415520206,-2.783281684,-1.462392688,-0.938773155,16.65000153,-45.9375,-27.48750114,149.1050744,,,-0.934157956,9.448299599,-1.585005713,6.225000381,-61.42500305,-42.78750229,0.042027497,0.050823951,-0.072692908,-0.934157956,9.448299599,-1.585005713,19.88288794,32,83,18,21
13.39,-0.206381738,-0.786289215,-2.077517748,-0.98502475,9.749919891,0.373048544,0.047342021,0.028557929,-0.104152445,-0.526149035,-0.599101543,0.437378138,0.415866494,-2.779564857,-1.463182807,-0.93551904,12.63750076,-45.61875153,-25.95000076,150.3668311,,,-0.954138041,9.025727034,-1.557727545,2.193750143,-61.10625076,-41.25,0.039858927,0.030695955,-0.103236146,-0.954138041,9.025727034,-1.557727545,19.8812261,32,83,18,21
13.4,0.703208387,-0.735145569,-1.51809752,-0.983537644,9.750196457,0.369746134,0.013836089,-0.021441354,0.012767074,-0.526349217,-0.599075794,0.437326714,0.41570428,-2.782002687,-1.463444769,-0.937566578,13.81875038,-46.40625,-25.20000076,151.4966981,0.623580933,996.5506592,0.127776729,8.373443508,-0.797767057,3.375000238,-61.87500381,-40.5,0.006352994,-0.019303328,0.013683371,0.127776729,8.373443508,-0.797767057,19.89030732,32,83,18,21
13.41,1.009555787,0.048686028,-0.085642308,-0.988605291,9.74970293,0.369222984,-0.038087419,0.033902995,0.098288143,-0.526177764,-0.599172533,0.437489554,0.415610507,-2.784152508,-1.462976456,-0.939858079,14.10000038,-44.77500153,-25.85625076,149.9948258,,,-0.395772862,9.919685745,0.358923388,3.675000191,-60.26250076,-41.15625,-0.045570513,0.036041023,0.099204439,-0.395772862,9.919685745,0.358923388,19.89850492,32,83,18,21
13.42,0.615991324,0.294881344,-0.743012786,-0.992234856,9.749612331,0.361810386,-0.067042409,0.068264137,0.031459536,-0.526168555,-0.599045485,0.437874898,0.415399522,-2.791934967,-1.462890744,-0.947954178,14.56875038,-46.59375,-27.48750114,149.4619596,,,-0.577268459,10.53141046,-0.629312351,4.125,-62.08125305,-42.78750229,-0.074525503,0.070402165,0.032375833,-0.577268459,10.53141046,-0.629312351,19.9147309,32,83,18,21
13.43,0.445976406,0.74105072,-1.117942631,-0.992944956,9.749658585,0.358609512,0.013469568,-0.021197008,0.016798781,-0.526245415,-0.599024892,0.437944382,0.415258557,-2.795012712,-1.462934554,-0.950903177,11.88750076,-46.35000229,-25.57500076,151.1109679,,,-0.320638227,10.6552393,-0.522113912,1.443750024,-61.81875229,-40.875,0.005986475,-0.019058981,0.017715078,-0.320638227,10.6552393,-0.522113912,19.90908676,32,83,18,21
13.44,0.18548727,0.494852543,0.175303459,-0.995992094,9.74916029,0.363675803,0.058307044,0.011300998,0.036468627,-0.526062399,-0.599240422,0.437826857,0.415303349,-2.791495442,-1.462462127,-0.947275937,10.76250076,-44.71875,-24.78750038,151.0004974,0.546951294,996.5596924,-0.913579679,10.30492992,0.775274545,0.337500006,-60.20625305,-40.08750153,0.050823949,0.013439025,0.037384925,-0.913579679,10.30492992,0.775274545,19.90970826,32,83,18,21
13.45,-0.033497661,0.057673454,0.370347351,-0.993198812,9.74934864,0.366255209,0.009315688,0.039858927,-0.036499171,-0.526003659,-0.599128544,0.43781732,0.415549129,-2.788299561,-1.462640524,-0.94449234,18.39375114,-45.60000229,-25.40625191,150.8754322,,,-0.976271637,9.507880688,0.613160796,7.950000286,-61.08750153,-40.70625305,0.001832594,0.041996954,-0.035582874,-0.976271637,9.507880688,0.613160796,19.89701973,32,83,18,21
13.46,-0.031509578,0.355758667,-0.298597157,-0.987459958,9.74998951,0.364708096,-0.01744019,0.058826279,-0.068477942,-0.526113033,-0.59883374,0.437886536,0.415762752,-2.787793636,-1.463248253,-0.944464505,13.29375076,-47.34375,-27.84375191,149.5394119,,,-0.872423131,9.391828728,-0.502014209,2.850000143,-62.81250381,-43.14375305,-0.024923284,0.060964306,-0.067561643,-0.872423131,9.391828728,-0.502014209,19.8938374,32,83,18,21
13.47,0.562200487,-0.39981699,-1.468259633,-0.98499456,9.750235558,0.364807397,0.050243629,0.043432486,0.011423171,-0.526126832,-0.598706514,0.437916979,0.415896386,-2.786892176,-1.463481784,-0.943845272,13.93125057,-48.09375381,-28.36875153,149.4651955,,,-0.287617288,9.297551727,-1.146162057,3.506250143,-63.58125305,-43.66875076,0.042760535,0.045570513,0.012339469,-0.287617288,9.297551727,-1.146162057,19.89484155,32,83,18,21
13.48,0.52687189,0.334969044,-0.968649223,-0.988002777,9.749911785,0.3653128,-0.015118903,-0.003054324,0.06582068,-0.525985479,-0.598758787,0.438020587,0.415890768,-2.787431955,-1.463173687,-0.944571733,16.20000076,-45.69375229,-25.74375153,150.6031929,0.536376953,996.5610352,-0.688534711,10.35613656,-0.195015045,5.756250381,-61.18125153,-41.04375076,-0.022601998,-9.16E-04,0.066736977,-0.688534711,10.35613656,-0.195015045,19.91950598,32,83,18,21
13.49,0.905400693,0.764892578,-0.378343388,-0.990736574,9.749824524,0.360212862,-0.036254825,0.012522727,0.043554658,-0.526065439,-0.598776042,0.438156083,0.415622011,-2.792870283,-1.463090956,-0.94977656,12.33750057,-46.61250305,-28.85625076,148.2397275,,,-0.12729816,10.5662262,0.064127645,1.912500024,-62.10000229,-44.15625,-0.043737918,0.014660755,0.044470955,-0.12729816,10.5662262,0.064127645,19.88160437,32,83,18,21
13.5,0.223198295,0.185786247,-0.300800771,-0.992802262,9.749454498,0.364494622,0.080664693,0.001160643,0.021197008,-0.525931865,-0.598950237,0.438038126,0.415664345,-2.789735079,-1.462740898,-0.946521133,12.13125038,-47.40000153,-26.68125153,150.6250318,,,-0.629312355,10.16889811,0.178863494,1.687500119,-62.88750076,-41.98125076,0.073181602,0.00329867,0.022113305,-0.629312355,10.16889811,0.178863494,19.91468126,32,83,18,21
13.51,-0.284476846,-0.101205826,0.212553293,-0.991440177,9.749297619,0.372339249,0.070402165,0.008093958,-0.032375833,-0.525780737,-0.599062651,0.437805116,0.415938988,-2.782336473,-1.462592304,-0.939202607,14.66250038,-45.73125076,-27.88125038,148.6303364,,,-1.267717433,9.601440239,0.620219636,4.21875,-61.20000076,-43.18125153,0.062919071,0.010231985,-0.031459536,-1.267717433,9.601440239,0.620219636,19.90314702,32,83,18,21
13.52,0.463670641,-0.088180542,-0.01912795,-0.9877536,9.749779224,0.369512782,-0.043340856,0.055527609,-0.027672175,-0.525866479,-0.598807365,0.437939644,0.416056484,-2.783618093,-1.463047564,-0.940913767,12.20625019,-46.05000305,-27.78750038,148.8923719,0.462402344,996.5698242,-0.458943388,9.619625664,0.29192436,1.762500048,-61.53750229,-43.08750153,-0.050823951,0.057665635,-0.026755877,-0.458943388,9.619625664,0.29192436,19.89754462,32,83,18,21
13.53,0.291650295,-0.728794098,-0.412008375,-0.984232426,9.750226021,0.367109567,-0.019761476,0.049907652,-0.028771731,-0.525957882,-0.598586857,0.438036114,0.416156709,-2.784584522,-1.46347177,-0.942212105,12.18750095,-46.48125076,-28.23750114,148.7211921,,,-0.08853443,9.515059233,0.022133612,1.743750095,-61.95000076,-43.53750229,-0.027244569,0.052045678,-0.027855434,-0.08853443,9.515059233,0.022133612,19.90901031,32,83,18,21
13.54,1.297207952,0.617086411,-0.085506931,-0.98134169,9.75054121,0.366470829,-0.009926553,0.002443459,0.01725693,-0.526086241,-0.598521918,0.437956661,0.416171551,-2.784191728,-1.463773191,-0.941692799,10.40625,-47.32500076,-26.28750038,150.9492509,,,0.238803704,10.33555832,0.28713872,-0.018750001,-62.81250381,-41.58750153,-0.017409646,0.004581486,0.018173227,0.238803704,10.33555832,0.28713872,19.89946676,32,83,18,21
13.55,1.12675184,0.539155006,-0.470598385,-0.983554035,9.750379562,0.364834368,-0.009498947,0.01594357,0.066889693,-0.526115596,-0.598610491,0.437964365,0.415998861,-2.786389589,-1.463618517,-0.943603486,12.73125076,-44.00625229,-23.15625,152.2464916,,,-0.408215541,10.04411221,-0.434058015,2.287500143,-59.49375153,-38.45625305,-0.016982041,0.018081597,0.06780599,-0.408215541,10.04411221,-0.434058015,19.91493693,32,83,18,21
13.56,-0.033266813,-0.185082436,-1.082953632,-0.986944616,9.750081062,0.363664225,0.027794348,-0.008093958,0.014813471,-0.526048064,-0.598687828,0.438055962,0.415876508,-2.78855443,-1.463334084,-0.945724905,12.73125076,-45.82500076,-26.81250191,149.6678235,0.451828003,996.5709229,-1.122832015,9.132207632,-0.70348987,2.287500143,-61.29375076,-42.11250305,0.020311254,-0.005955931,0.015729768,-1.122832015,9.132207632,-0.70348987,19.91602807,32,83,18,21
13.57,-0.044536531,-0.290267467,-0.192484856,-0.980545551,9.750683308,0.364811197,0.012492186,-0.001282816,-0.076174839,-0.526194543,-0.59851411,0.437920928,0.41608341,-2.785411954,-1.463909149,-0.942687362,10.53750038,-43.89375305,-25.31250191,150.0289556,,,-0.744167843,9.547362137,0.422572473,0.112500004,-59.36250305,-40.61250305,0.005009092,8.55E-04,-0.07525854,-0.744167843,9.547362137,0.422572473,19.89686884,32,83,18,21
13.58,1.245259106,0.355175018,0.491829515,-0.97433725,9.751607418,0.356658384,-0.109925117,0.050518517,-0.018387029,-0.526542157,-0.598145843,0.438062713,0.416023985,-2.79069221,-1.464795649,-0.948078007,13.38750076,-44.79375076,-25.20000076,150.6388302,,,0.291924356,9.945049477,0.697268533,2.962500095,-60.28125381,-40.5,-0.117408209,0.052656544,-0.017470734,0.291924356,9.945049477,0.697268533,19.89107311,32,83,18,21
13.59,0.992658079,-0.399040699,-0.59758848,-0.975473881,9.751572609,0.354492515,3.05E-04,0.045051278,0.0377209,-0.526540428,-0.598114103,0.438172191,0.415956527,-2.793026567,-1.464762449,-0.950488508,12.07500076,-47.45625305,-26.92500114,150.430955,,,0.044267215,9.411569595,-0.312861554,1.631250024,-62.94375229,-42.22500229,-0.007177661,0.047189304,0.038637198,0.044267215,9.411569595,-0.312861554,19.90369401,32,83,18,21
13.6,-0.233042955,-1.036964417,-1.117725134,-0.977413952,9.751255989,0.357838988,0.054153162,0.015210533,0.022296564,-0.526373148,-0.598203301,0.43816328,0.416049361,-2.790640593,-1.464458346,-0.948264122,11.94375038,-43.42500305,-24.76875114,150.3004314,0.507324219,996.5643311,-1.15334053,9.10468998,-0.857587636,1.5,-58.91250229,-40.06875229,0.046670069,0.017348559,0.023212862,-1.15334053,9.10468998,-0.857587636,19.91649453,32,83,18,21
13.61,-0.296628177,-0.799340725,-1.473934054,-0.974223256,9.751656055,0.355631962,-0.002290743,0.01206458,-0.067805992,-0.526459754,-0.598006189,0.438246697,0.416135252,-2.79158175,-1.464842856,-0.949490905,14.15625095,-43.25625229,-24.82500076,150.1482492,,,-1.141376391,8.784051776,-1.112064317,3.712500095,-58.74375153,-40.125,-0.009773836,0.014202606,-0.066889693,-1.141376391,8.784051776,-1.112064317,19.88842649,32,83,18,21
13.62,0.608304501,-0.432236195,-1.050680459,-0.969066858,9.75236702,0.35019578,-0.02574795,0.014721841,-0.023151776,-0.526707947,-0.597717524,0.438340515,0.416137099,-2.794821739,-1.465529919,-0.952873141,12.69375038,-46.51875305,-27.07500076,149.7995952,,,-0.145962179,9.21763134,-0.505364147,2.25,-62.00625229,-42.375,-0.033231044,0.016859868,-0.022235478,-0.145962179,9.21763134,-0.505364147,19.90491866,32,83,18,21
13.63,0.857518762,0.260810852,-0.205943599,-0.971875727,9.752192497,0.347250655,-0.02489274,0.007880156,0.071165746,-0.526702881,-0.597746372,0.438464522,0.415971383,-2.798427701,-1.465361416,-0.95641166,11.88750076,-45.26250076,-25.10625076,150.9836989,,,-0.153738856,10.19641542,0.278763836,1.443750024,-60.75000381,-40.40625,-0.032375834,0.010018182,0.072082044,-0.153738856,10.19641542,0.278763836,19.90526241,32,83,18,21
13.64,0.361279398,0.397177219,-0.317380354,-0.978062421,9.751663208,0.344737887,-0.013133592,0.021991132,0.066126113,-0.526575685,-0.597866237,0.438660756,0.41575323,-2.802718759,-1.464849412,-0.960684448,12.60000038,-46.61250305,-27.45000076,149.5062623,0.663208008,996.5460815,-0.711625463,10.08048325,-0.015792629,2.15625,-62.10000229,-42.75,-0.020616687,0.024129159,0.067042409,-0.711625463,10.08048325,-0.015792629,19.90932452,32,83,18,21
13.65,-0.281848133,0.72412014,-0.461353838,-0.979464531,9.7514925,0.345588535,0.038515024,-0.002748891,-0.005558869,-0.526507199,-0.597915471,0.438675165,0.41575399,-2.802395344,-1.464684963,-0.960394859,15.26250076,-44.625,-25.89375114,149.8754586,,,-1.290688539,9.704810143,-0.304845603,4.818750381,-60.09375381,-41.19375229,0.03103193,-6.11E-04,-0.004642572,-1.290688539,9.704810143,-0.304845603,19.88526271,32,83,18,21
13.66,-0.038078278,0.188923359,-0.510662675,-0.975802451,9.751721382,0.349458009,0.036346455,0.053603385,-0.047494737,-0.526450634,-0.597812593,0.438602522,0.416050076,-2.79769814,-1.464906096,-0.95608595,12.33750057,-45.41250229,-25.72500038,150.4695756,,,-1.093519926,10.24247718,0.285942306,1.893750072,-60.90000153,-41.02500153,0.02886336,0.055741412,-0.046578439,-1.093519926,10.24247718,0.285942306,19.908633,32,83,18,21
13.67,0.32371372,0.511535645,0.027234092,-0.971375704,9.752181053,0.348953545,-0.030757042,0.021197007,-0.01350011,-0.52656728,-0.597650409,0.438566282,0.416173637,-2.796714067,-1.465350568,-0.955239594,11.55000019,-45.54375076,-26.98125076,149.3564447,,,-0.156490603,10.07952614,0.207218438,1.106250048,-61.03125381,-42.28125,-0.038240135,0.023335034,-0.012583814,-0.156490603,10.07952614,0.207218438,19.9163613,32,83,18,21
13.68,0.811041296,0.286494255,-0.371325545,-0.970039427,9.752353191,0.34789075,-3.36E-04,0.066767521,0.0171653,-0.526535213,-0.597489536,0.438707739,0.416296095,-2.797245264,-1.465516269,-0.956233501,15.95625019,-46.25625229,-26.02500153,150.6367332,0.753051758,996.5354614,-0.275653157,10.46572762,-0.085663042,5.512500286,-61.72500229,-41.32500076,-0.00781907,0.068905547,0.018081598,-0.275653157,10.46572762,-0.085663042,19.88718732,32,83,18,21
13.69,0.749632984,0.153315067,-1.151135474,-0.966918141,9.75263834,0.348572239,0.054061533,0.072234761,-0.04780017,-0.526542276,-0.59734267,0.438726336,0.416478217,-2.795594215,-1.465793312,-0.954928786,10.83750057,-45.20625305,-25.48125076,150.5915002,,,0.04606181,10.1569339,-1.055832982,0.412500024,-60.69375229,-40.78125,0.046578439,0.074372785,-0.04688387,0.04606181,10.1569339,-1.055832982,19.88950173,32,83,18,21
13.7,0.273834765,-0.276537895,-1.486961663,-0.962033242,9.753073692,0.34990105,0.053786644,-0.057115858,-0.037568184,-0.526728064,-0.597308666,0.438488781,0.416542321,-2.792756677,-1.466218889,-0.951765507,10.48125076,-45.26250076,-25.72500038,150.3882098,,,-0.488614404,9.364072132,-0.971007434,0.037500001,-60.75000381,-41.02500153,0.04630355,-0.054977832,-0.036651888,-0.488614404,9.364072132,-0.971007434,19.9188558,32,83,18,21
13.71,0.679015413,-0.388944626,0.055216074,-0.967727125,9.752414227,0.352574587,0.037171122,-0.053939359,0.090224728,-0.526677728,-0.597713232,0.438268453,0.416257381,-2.79220736,-1.465576231,-0.950342953,16.05000114,-45.80625153,-26.86875153,149.6052267,,,-0.438365114,9.203274441,0.706361245,5.606250286,-61.27500153,-42.16875076,0.029688028,-0.051801333,0.091141026,-0.438365114,9.203274441,0.706361245,19.88723908,32,83,18,21
13.72,-0.169389307,0.279781818,0.90399605,-0.978368819,9.75139761,0.35131225,-0.050090912,0.003970621,0.11835505,-0.526387185,-0.597981304,0.438521728,0.415973112,-2.796850801,-1.464594722,-0.954970747,10.53750038,-45.5625,-26.32500076,149.9816319,0.750411987,996.5355225,-1.450648725,9.581460238,1.140778199,0.09375,-61.05000305,-41.625,-0.057574005,0.006108648,0.119271345,-1.450648725,9.581460238,1.140778199,19.9141754,32,83,18,21
13.73,-0.112886846,1.066533089,-0.142002419,-0.980701745,9.751324654,0.346799612,-0.05836813,0.065667962,0.009224058,-0.526289284,-0.597813427,0.438886076,0.415954024,-2.801692963,-1.46452415,-0.960430026,11.70000076,-45.75,-27.18750191,149.2785789,,,-1.527099395,10.10536842,-0.277567424,1.256250024,-61.23750305,-42.48750305,-0.065851223,0.06780599,0.010140355,-1.527099395,10.10536842,-0.277567424,19.89969111,32,83,18,21
13.74,-0.493345737,0.43527317,-0.934123755,-0.975845695,9.751876831,0.344956785,0.007849613,0.01386663,-0.083016522,-0.526374578,-0.597532421,0.438986659,0.416143641,-2.801807404,-1.465056956,-0.961039096,12.33750057,-44.90625,-26.32500076,149.6202593,,,-0.942173928,10.59900784,-0.25423741,1.893750072,-60.39375305,-41.625,3.67E-04,0.016004658,-0.082100227,-0.942173928,10.59900784,-0.25423741,19.88988924,32,83,18,21
13.75,0.602618068,0.377985001,0.250666112,-0.96666351,9.752736568,0.346504107,0.010690134,0.012522728,-0.063071788,-0.526633412,-0.59733054,0.438728094,0.416378602,-2.797406197,-1.465890586,-0.956562668,11.04375076,-44.64375305,-25.83750153,149.9399553,,,-0.103848505,10.33220806,1.149033442,0.600000024,-60.13125229,-41.13750076,0.003207039,0.014660755,-0.062155492,-0.103848505,10.33220806,1.149033442,19.91483,32,83,18,21
13.76,0.962722421,-0.003864288,0.921096742,-0.965848356,9.752868652,0.34507145,-0.040775224,0.035857763,0.035124724,-0.526741445,-0.597331643,0.438679248,0.416291848,-2.798453331,-1.466018677,-0.957363337,11.86875057,-41.00625229,-23.38125038,150.3087542,0.779464722,996.5321045,-0.09667003,9.273623276,0.82791664,1.425000072,-56.49375153,-38.68125153,-0.048258317,0.037995789,0.036041022,-0.09667003,9.273623276,0.82791664,19.89781221,32,83,18,21
